Age,Gender,Education Level,Job Title,Years of Experience,Salary
25,Female,Bachelor's,HR Manager,0,52943.31
20,Female,High School,Operations Manager,2,30461.53
39,Male,Bachelor's,Data Engineer,4,80508.85
58,Female,Master's,Network Engineer,13,116228.12
54,Male,PhD,Operations Manager,17,138116.13
51,Male,Master's,Data Analyst,20,137966.77
26,Male,High School,HR Manager,0,25000
59,Male,Master's,UX Designer,0,84653.27
45,Female,Bachelor's,Machine Learning Engineer,16,110750.5
34,Female,PhD,Business Analyst,2,102418.62
39,Female,Master's,Data Scientist,4,127582.86
59,Female,PhD,Content Writer,17,115635.85
28,Female,High School,Customer Service Manager,3,28336.99
60,Male,Master's,Account Manager,4,76676.72
50,Male,Master's,Data Engineer,14,117011.3
26,Male,Master's,DevOps Engineer,0,110083.24
37,Female,Bachelor's,Frontend Developer,0,60837.32
44,Male,Master's,Data Analyst,17,131783.61
44,Female,PhD,Machine Learning Engineer,6,143941.2
60,Female,PhD,Supply Chain Manager,17,135367.76
33,Male,High School,Graphic Designer,10,61809.11
34,Female,High School,Full Stack Developer,2,48373.37
43,Female,Master's,Account Manager,3,80886.16
43,Male,Bachelor's,Backend Developer,6,93420.99
55,Female,Bachelor's,Graphic Designer,15,81496.07
45,Female,PhD,Backend Developer,14,145529.82
33,Female,High School,UX Designer,0,47988.94
40,Female,Master's,Financial Analyst,6,109714.68
59,Female,PhD,Backend Developer,6,132895.65
31,Female,Bachelor's,Network Engineer,0,50262.52
53,Male,PhD,Project Manager,22,148408.84
29,Female,High School,Operations Manager,3,40222.34
19,Male,High School,UX Designer,0,37681.89
53,Male,Master's,Network Engineer,14,116464.57
26,Female,Bachelor's,Marketing Manager,2,85303.13
44,Female,Bachelor's,Data Engineer,11,93070.05
43,Female,Bachelor's,Project Manager,8,85743.3
30,Female,High School,Content Writer,8,44096.78
33,Male,Master's,Research Scientist,3,101447.98
47,Male,Master's,Network Engineer,11,108902.27
55,Female,Master's,DevOps Engineer,19,135609.96
31,Male,High School,Marketing Manager,6,57588.77
31,Female,Master's,Sales Manager,3,69178.8
35,Female,Bachelor's,Frontend Developer,11,92285.03
26,Female,High School,Content Writer,6,43018.14
26,Female,High School,Supply Chain Manager,7,59652.74
40,Female,Bachelor's,Customer Service Manager,3,40441.62
60,Male,Master's,Data Engineer,21,144074.45
47,Female,Master's,Data Scientist,22,147094.99
32,Male,High School,Account Manager,0,34916.68
32,Male,High School,Graphic Designer,5,40710.88
21,Male,High School,Machine Learning Engineer,3,42797.95
60,Female,Master's,Research Scientist,2,98517.0
39,Female,PhD,UX Designer,8,116314.67
29,Male,Bachelor's,Graphic Designer,5,54710.95
56,Male,PhD,DevOps Engineer,12,167645.52
43,Female,PhD,Customer Service Manager,11,108091.29
30,Male,PhD,Frontend Developer,1,118603.49
39,Male,Bachelor's,Financial Analyst,2,75374.66
30,Male,Master's,Account Manager,6,92619.23
32,Female,High School,Sales Manager,14,72042.4
47,Male,PhD,Backend Developer,19,156357.41
42,Female,Bachelor's,Frontend Developer,15,107455.88
26,Male,High School,HR Manager,8,50487.38
19,Male,High School,DevOps Engineer,1,32964.63
51,Male,PhD,Machine Learning Engineer,17,179826.57
35,Female,Master's,Financial Analyst,10,102673.82
65,Male,PhD,Marketing Manager,16,156576.3
55,Male,PhD,Data Analyst,18,139034.81
30,Male,Bachelor's,Data Analyst,3,66981.62
34,Male,Master's,Product Manager,6,120419.54
62,Female,PhD,Account Manager,9,118053.41
52,Female,Master's,Machine Learning Engineer,8,118995.64
37,Female,Master's,Graphic Designer,2,75223.95
21,Female,High School,Data Analyst,0,32612.91
46,Male,Bachelor's,Data Engineer,14,115674.65
25,Male,Bachelor's,Customer Service Manager,1,46692.18
50,Female,Bachelor's,Data Engineer,26,132596.99
55,Female,Master's,Machine Learning Engineer,5,120980.87
32,Male,Bachelor's,Business Analyst,0,54604.86
42,Male,Bachelor's,Product Manager,8,83662.49
23,Male,High School,Research Scientist,3,51617.24
22,Female,Bachelor's,Project Manager,0,68155.89
58,Male,PhD,Backend Developer,1,116393.38
35,Female,High School,Machine Learning Engineer,7,58696.27
45,Female,Bachelor's,Backend Developer,0,61826.62
31,Male,High School,Full Stack Developer,2,40421.13
24,Female,Bachelor's,Research Scientist,1,74932.37
64,Male,PhD,Financial Analyst,14,146309.92
46,Female,Bachelor's,Machine Learning Engineer,9,99143.21
30,Male,Master's,Machine Learning Engineer,4,123466.95
28,Male,High School,Account Manager,10,54958.7
60,Female,Master's,Content Writer,2,57803.53
25,Male,High School,UX Designer,4,57867.63
31,Male,PhD,Supply Chain Manager,0,73768.39
59,Male,Master's,Machine Learning Engineer,6,124427.23
57,Female,PhD,Business Analyst,0,99568.25
29,Male,Bachelor's,Data Analyst,5,63709.89
36,Male,PhD,Machine Learning Engineer,5,138895.42
22,Male,High School,Backend Developer,1,29660.02
35,Female,High School,DevOps Engineer,16,77516.05
56,Male,Master's,Account Manager,0,72812.27
58,Female,Master's,HR Manager,14,123681.77
18,Female,High School,Frontend Developer,0,41218.22
33,Female,High School,Business Analyst,9,73647.55
64,Female,PhD,Product Manager,13,155957.61
27,Male,High School,Marketing Manager,0,39275.91
34,Female,Bachelor's,DevOps Engineer,1,62684.42
64,Male,PhD,UX Designer,0,98807.4
34,Female,PhD,Data Analyst,3,119724.63
24,Female,Bachelor's,Data Engineer,1,61548.31
31,Male,PhD,Marketing Manager,2,109073.71
28,Male,PhD,Machine Learning Engineer,0,151588.75
58,Female,Master's,HR Manager,14,110541.58
31,Female,Master's,Frontend Developer,7,111622.12
55,Male,PhD,Software Engineer,27,186656.4
53,Male,Master's,Data Analyst,21,138696.89
43,Male,PhD,Financial Analyst,1,116413.72
56,Female,PhD,Business Analyst,10,134201.65
31,Female,Master's,Research Scientist,0,88094.05
27,Male,High School,Product Manager,7,70941.24
29,Male,High School,UX Designer,6,54428.32
32,Female,High School,Operations Manager,9,55315.64
54,Male,Master's,Product Manager,13,133433.26
53,Female,PhD,DevOps Engineer,9,151755.07
46,Female,Master's,Frontend Developer,13,124827.0
37,Female,PhD,Graphic Designer,2,98848.61
40,Female,Bachelor's,Business Analyst,16,109072.38
22,Female,Bachelor's,Data Engineer,0,64534.38
50,Female,Master's,Machine Learning Engineer,0,102862.9
48,Male,Bachelor's,Data Engineer,2,61001.92
48,Female,Bachelor's,Data Scientist,25,125470.9
57,Female,PhD,Frontend Developer,14,132999.82
24,Female,High School,Marketing Manager,4,41816.52
50,Male,Bachelor's,Data Scientist,2,85829.43
43,Male,PhD,Marketing Manager,11,124131.06
24,Male,Bachelor's,Project Manager,1,60228.37
32,Male,Bachelor's,Graphic Designer,3,62557.47
35,Male,Bachelor's,Business Analyst,9,78115.65
48,Female,Master's,Customer Service Manager,0,75417.45
64,Male,PhD,Graphic Designer,16,115797.98
30,Female,High School,Content Writer,9,55484.38
48,Female,PhD,Data Analyst,4,119842.34
54,Male,Bachelor's,Full Stack Developer,21,123455.59
44,Female,PhD,Project Manager,8,122035.19
49,Male,PhD,Product Manager,7,147234.66
26,Female,High School,DevOps Engineer,2,47815.07
33,Male,Master's,UX Designer,8,98881.74
32,Female,Master's,Software Engineer,5,118667.89
63,Female,PhD,Research Scientist,27,171887.08
25,Male,High School,Product Manager,2,56025.61
26,Male,Bachelor's,Data Analyst,3,58811.53
59,Female,Master's,HR Manager,25,128714.53
52,Female,Bachelor's,Sales Manager,18,111227.23
26,Male,Bachelor's,Project Manager,2,60817.77
50,Male,Master's,Full Stack Developer,5,119062.13
43,Female,Master's,Software Engineer,3,99695.36
34,Male,Bachelor's,Research Scientist,12,95135.26
18,Male,High School,Customer Service Manager,0,29428.15
23,Female,High School,Project Manager,4,46784.01
22,Male,High School,Data Analyst,1,43762.1
51,Female,PhD,Business Analyst,9,128113.93
36,Male,PhD,Business Analyst,1,104867.71
54,Female,PhD,UX Designer,4,108857.91
29,Female,High School,Graphic Designer,2,35268.34
44,Male,PhD,Data Scientist,8,149867.8
33,Female,High School,Supply Chain Manager,10,74435.54
34,Female,Bachelor's,Data Engineer,0,72976.7
35,Male,Bachelor's,Backend Developer,6,82445.25
20,Female,High School,Frontend Developer,1,47324.21
47,Male,Bachelor's,Business Analyst,15,94608.47
56,Female,Master's,Software Engineer,6,114485.92
31,Female,High School,Graphic Designer,7,50361.59
23,Female,Bachelor's,Data Analyst,0,58282.77
44,Male,Bachelor's,Financial Analyst,4,72181.75
50,Male,Bachelor's,Business Analyst,26,108856.61
65,Male,PhD,Operations Manager,21,145132.53
28,Female,High School,UX Designer,8,57941.9
50,Female,Bachelor's,Account Manager,2,54269.96
23,Female,Bachelor's,Frontend Developer,1,60599.56
35,Female,Master's,Financial Analyst,4,111230.54
38,Male,PhD,DevOps Engineer,6,130736.6
26,Female,Bachelor's,Content Writer,1,40762.84
56,Female,PhD,Customer Service Manager,7,100492.08
43,Female,Master's,HR Manager,6,81129.84
43,Female,Master's,Data Engineer,19,130371.39
51,Male,PhD,UX Designer,15,137564.0
47,Male,PhD,Sales Manager,7,109369.5
39,Male,Bachelor's,Content Writer,17,79693.41
32,Female,Master's,Operations Manager,4,102144.17
19,Male,High School,Account Manager,1,25000
31,Female,High School,Full Stack Developer,11,74139.02
34,Female,Master's,Customer Service Manager,6,86958.09
30,Female,Bachelor's,Account Manager,5,65928.88
42,Male,PhD,Customer Service Manager,0,82456.61
27,Female,Master's,Marketing Manager,0,78744.88
32,Male,High School,Machine Learning Engineer,2,54795.85
28,Female,Master's,UX Designer,2,65144.46
18,Female,High School,Marketing Manager,0,48561.02
35,Female,Bachelor's,Frontend Developer,5,77259.8
42,Female,Bachelor's,Graphic Designer,19,92462.93
58,Female,PhD,Data Analyst,25,173022.14
23,Female,High School,Network Engineer,1,42101.92
41,Male,Bachelor's,Machine Learning Engineer,14,110934.28
31,Male,Bachelor's,Operations Manager,9,82359.68
19,Female,High School,Frontend Developer,1,29428.11
43,Female,Master's,Data Engineer,4,112611.59
43,Female,PhD,Business Analyst,10,123323.6
35,Male,Master's,Product Manager,10,116543.67
59,Male,PhD,Supply Chain Manager,9,104362.53
60,Male,Master's,Project Manager,14,125526.77
47,Male,Bachelor's,Business Analyst,18,100415.42
44,Female,Bachelor's,Research Scientist,5,83504.85
43,Male,Bachelor's,Financial Analyst,14,105228.69
25,Male,High School,Full Stack Developer,3,39766.4
39,Male,Bachelor's,Content Writer,10,78676.51
23,Female,High School,Project Manager,1,33795.92
23,Female,High School,Network Engineer,1,36704.11
36,Female,Master's,Sales Manager,11,107182.16
25,Female,High School,Data Scientist,3,53353.65
22,Male,High School,UX Designer,1,42025.03
18,Male,High School,DevOps Engineer,0,52197.03
31,Male,PhD,Business Analyst,2,102443.45
31,Female,Bachelor's,Machine Learning Engineer,4,85892.31
45,Male,Bachelor's,Marketing Manager,11,91043.78
38,Male,Master's,Full Stack Developer,8,117910.64
25,Male,High School,DevOps Engineer,5,54859.72
41,Female,Bachelor's,Network Engineer,19,121679.27
35,Female,PhD,Network Engineer,5,119956.02
46,Male,Master's,Machine Learning Engineer,15,137224.26
39,Male,Bachelor's,Software Engineer,13,106392.36
35,Male,PhD,Data Analyst,6,111797.33
51,Female,Master's,Marketing Manager,7,85702.75
18,Female,High School,Data Analyst,0,35964.42
28,Female,High School,Data Engineer,9,72353.98
50,Female,Master's,Frontend Developer,19,138654.09
49,Male,Bachelor's,Supply Chain Manager,0,52983.51
21,Male,High School,Project Manager,0,39297.95
19,Male,High School,Full Stack Developer,0,37219.94
35,Male,High School,Business Analyst,6,56931.41
30,Male,High School,Backend Developer,3,35043.33
62,Male,PhD,Data Engineer,22,176814.78
30,Male,PhD,Graphic Designer,1,81189.48
49,Male,PhD,Machine Learning Engineer,12,153339.86
33,Female,High School,Sales Manager,4,48054.75
35,Female,High School,Frontend Developer,3,50714.1
44,Female,Bachelor's,Software Engineer,13,108322.74
61,Male,PhD,Research Scientist,14,151400.4
61,Male,PhD,Content Writer,23,146976.11
46,Male,Master's,Backend Developer,9,113090.22
58,Male,PhD,Backend Developer,8,139530.67
61,Female,PhD,Frontend Developer,32,178032.42
55,Male,Master's,Backend Developer,6,120314.85
46,Male,Master's,DevOps Engineer,13,123041.01
41,Male,PhD,Network Engineer,4,106808.2
34,Female,High School,HR Manager,1,33675.84
22,Female,High School,Backend Developer,2,46371.0
37,Female,Master's,Customer Service Manager,3,57167.0
24,Female,High School,Full Stack Developer,0,47565.95
34,Male,PhD,Backend Developer,4,133838.64
37,Male,PhD,Marketing Manager,0,108588.92
27,Female,Master's,Project Manager,1,84087.58
28,Male,High School,Data Engineer,4,55249.16
35,Female,High School,Machine Learning Engineer,6,60002.62
36,Female,PhD,Product Manager,4,124433.97
41,Male,PhD,Network Engineer,0,107291.41
18,Male,High School,Project Manager,0,48079.31
42,Female,Bachelor's,Account Manager,5,86293.22
45,Female,PhD,Operations Manager,3,98221.41
48,Female,PhD,Network Engineer,8,121963.8
40,Male,PhD,Data Engineer,5,137474.11
38,Female,PhD,Marketing Manager,2,102693.27
31,Male,PhD,Marketing Manager,0,106601.44
24,Male,Bachelor's,Project Manager,0,68117.89
56,Male,PhD,Sales Manager,27,169152.61
29,Female,Master's,Data Engineer,5,104054.09
30,Male,Master's,Network Engineer,4,95318.33
28,Female,High School,Machine Learning Engineer,1,40070.89
23,Male,High School,Full Stack Developer,1,53259.63
41,Male,Master's,Operations Manager,15,102810.88
33,Male,PhD,Full Stack Developer,2,123482.12
48,Female,PhD,Project Manager,17,146548.77
38,Female,Bachelor's,Research Scientist,4,77306.39
40,Male,PhD,Financial Analyst,11,140709.97
27,Male,High School,Financial Analyst,5,48442.1
21,Male,High School,Machine Learning Engineer,0,44126.64
26,Male,High School,Graphic Designer,1,25000
28,Male,PhD,Software Engineer,0,121911.59
34,Male,High School,Operations Manager,3,62664.96
42,Male,Bachelor's,Project Manager,12,89281.34
40,Male,Bachelor's,Financial Analyst,2,60133.36
29,Male,Master's,HR Manager,2,80340.0
35,Female,High School,Software Engineer,3,43372.82
29,Male,Master's,Sales Manager,5,89676.53
27,Female,High School,Data Scientist,4,60894.69
50,Female,Master's,Data Scientist,0,107270.67
34,Female,PhD,Data Engineer,2,107562.6
26,Male,Bachelor's,Product Manager,0,67595.04
45,Female,PhD,Marketing Manager,10,143970.44
51,Female,Bachelor's,Account Manager,10,76934.02
25,Male,Master's,Frontend Developer,0,88913.48
40,Female,Master's,Software Engineer,16,132917.25
25,Female,High School,Data Analyst,6,49978.87
47,Male,Bachelor's,Software Engineer,9,94739.98
49,Female,Bachelor's,DevOps Engineer,24,130220.59
26,Male,Bachelor's,DevOps Engineer,4,62096.89
27,Male,Bachelor's,Data Analyst,5,74354.16
35,Female,High School,Project Manager,12,65524.8
38,Male,Master's,Machine Learning Engineer,6,121967.65
25,Female,Master's,Frontend Developer,0,83800.9
47,Female,PhD,Network Engineer,17,161143.15
56,Male,Master's,Frontend Developer,16,137802.74
34,Male,PhD,Frontend Developer,0,110131.26
28,Female,PhD,Full Stack Developer,0,136444.34
52,Female,Bachelor's,Account Manager,10,73015.71
34,Female,Bachelor's,Data Engineer,0,83513.37
32,Female,High School,Data Scientist,1,60945.79
26,Male,High School,Data Analyst,0,37744.99
45,Female,Master's,Frontend Developer,18,137878.87
38,Male,Master's,Graphic Designer,3,71429.18
49,Male,PhD,Financial Analyst,11,130965.51
33,Male,High School,Supply Chain Manager,0,37345.07
19,Male,High School,Machine Learning Engineer,1,57451.13
50,Female,PhD,Customer Service Manager,6,105775.09
57,Male,PhD,Frontend Developer,7,135222.02
41,Male,Bachelor's,Business Analyst,13,77537.9
34,Female,Bachelor's,Data Engineer,12,98225.2
49,Male,PhD,Account Manager,21,147960.24
63,Male,PhD,Business Analyst,29,179756.66
25,Male,High School,Product Manager,4,60980.07
56,Female,PhD,Software Engineer,1,120358.69
47,Male,Master's,Full Stack Developer,17,150404.76
36,Male,PhD,Machine Learning Engineer,1,124791.92
43,Female,Bachelor's,Customer Service Manager,0,50596.93
45,Female,Bachelor's,Project Manager,8,71039.48
41,Female,PhD,Software Engineer,13,161381.72
47,Male,Master's,Financial Analyst,15,127744.6
38,Female,Bachelor's,Customer Service Manager,4,58706.54
53,Male,PhD,DevOps Engineer,23,177913.91
32,Female,Master's,Software Engineer,0,93922.56
18,Male,High School,Product Manager,0,40342.09
20,Female,High School,Data Analyst,1,27664.59
40,Female,PhD,Business Analyst,8,127605.11
22,Male,High School,Software Engineer,0,58063.19
34,Female,Bachelor's,Graphic Designer,8,73311.33
64,Female,PhD,Full Stack Developer,3,139314.6
26,Female,Bachelor's,Graphic Designer,0,58118.57
57,Female,Master's,Graphic Designer,7,102044.15
48,Female,Bachelor's,Supply Chain Manager,11,70962.69
32,Male,PhD,Marketing Manager,4,128218.13
30,Female,Bachelor's,HR Manager,0,53948.61
34,Female,High School,Product Manager,12,70882.11
23,Male,Bachelor's,Backend Developer,0,69099.63
31,Male,Master's,Backend Developer,6,101772.29
31,Female,High School,Backend Developer,13,75954.2
24,Male,Master's,Financial Analyst,0,88584.79
33,Male,Bachelor's,Research Scientist,5,66877.68
47,Female,Bachelor's,Product Manager,25,138869.03
51,Female,Bachelor's,Account Manager,18,112157.98
34,Female,Master's,Sales Manager,2,90653.73
40,Female,Master's,Network Engineer,9,104183.83
49,Female,Bachelor's,Data Engineer,24,144976.4
20,Male,High School,Financial Analyst,1,56690.96
31,Male,High School,Account Manager,4,42779.95
58,Female,PhD,UX Designer,2,103030.42
27,Male,Master's,Network Engineer,3,84677.52
23,Male,High School,Customer Service Manager,2,35810.41
23,Female,Bachelor's,Financial Analyst,1,61853.44
47,Male,Bachelor's,HR Manager,12,85795.15
34,Female,Bachelor's,Data Analyst,5,72094.04
46,Female,Master's,Frontend Developer,21,138546.37
51,Male,Bachelor's,Account Manager,29,135390.35
46,Male,Master's,Business Analyst,2,64560.79
45,Male,PhD,Data Analyst,2,103956.95
57,Male,PhD,Customer Service Manager,0,81468.51
37,Female,PhD,Content Writer,5,80231.56
23,Female,High School,Supply Chain Manager,2,43706.72
35,Male,Bachelor's,Software Engineer,3,71697.56
24,Male,Bachelor's,Operations Manager,2,60725.6
38,Female,Bachelor's,Financial Analyst,4,88084.49
29,Female,Bachelor's,Graphic Designer,0,45844.63
27,Female,Bachelor's,Financial Analyst,1,60993.29
58,Male,Master's,Sales Manager,22,111643.1
33,Male,High School,Data Analyst,4,37054.55
32,Female,Master's,Business Analyst,8,88377.07
31,Male,High School,Full Stack Developer,10,64070.95
47,Male,Bachelor's,Sales Manager,10,77218.99
46,Male,Master's,Graphic Designer,10,92111.56
29,Male,Master's,Account Manager,0,69761.42
58,Male,Master's,Marketing Manager,16,118049.17
18,Female,High School,Software Engineer,0,47619.24
36,Male,PhD,UX Designer,2,117609.73
22,Female,Bachelor's,Graphic Designer,0,52654.63
39,Female,Bachelor's,UX Designer,6,76407.57
64,Male,PhD,Account Manager,9,102955.03
31,Female,High School,Financial Analyst,11,78654.18
52,Female,PhD,Supply Chain Manager,17,153013.66
24,Male,Master's,Software Engineer,0,97327.87
28,Female,Master's,Product Manager,0,100210.91
53,Female,PhD,Software Engineer,8,153376.28
45,Male,Master's,Product Manager,17,138174.4
30,Female,Master's,Project Manager,3,102042.14
55,Male,Bachelor's,Project Manager,0,75570.07
21,Male,High School,UX Designer,2,46588.77
64,Male,PhD,Supply Chain Manager,26,154143.03
29,Male,Bachelor's,Customer Service Manager,5,56938.99
32,Male,Bachelor's,UX Designer,2,66866.5
51,Female,Bachelor's,Content Writer,20,91522.23
27,Female,Master's,Machine Learning Engineer,2,116997.83
43,Male,Bachelor's,Account Manager,21,95714.68
21,Male,High School,UX Designer,2,52111.88
56,Male,Master's,Frontend Developer,27,144319.48
47,Male,Bachelor's,Data Analyst,1,66373.7
45,Male,PhD,Financial Analyst,17,169108.59
58,Male,Master's,Customer Service Manager,32,145928.72
35,Male,PhD,Project Manager,6,121469.65
45,Female,Bachelor's,Customer Service Manager,22,97991.07
47,Male,Master's,Data Scientist,19,142221.21
56,Female,PhD,Full Stack Developer,10,161119.79
21,Female,High School,Operations Manager,1,40922.51
45,Female,Master's,Marketing Manager,14,112061.12
44,Male,PhD,Data Analyst,10,129768.29
57,Male,Master's,Network Engineer,29,158745.48
29,Male,High School,Sales Manager,10,65786.9
61,Male,PhD,Software Engineer,24,187117.38
39,Female,Bachelor's,Graphic Designer,14,84455.81
22,Female,Bachelor's,Machine Learning Engineer,0,72779.86
21,Female,High School,Operations Manager,1,50776.67
51,Female,Bachelor's,Customer Service Manager,3,43939.79
31,Male,PhD,Data Engineer,1,115349.59
33,Female,Master's,Supply Chain Manager,8,86846.37
60,Female,PhD,Network Engineer,6,125245.09
43,Male,PhD,Content Writer,1,88923.52
33,Female,High School,Operations Manager,7,51971.82
41,Female,Master's,Graphic Designer,10,102823.82
43,Male,Master's,Data Scientist,8,111168.9
49,Female,Bachelor's,Content Writer,4,57143.04
42,Female,Master's,Network Engineer,7,96601.65
30,Female,High School,Financial Analyst,0,42477.44
56,Female,Master's,Content Writer,13,82104.61
32,Female,High School,DevOps Engineer,12,63431.75
52,Male,Master's,Graphic Designer,16,99195.84
30,Female,High School,HR Manager,7,52662.85
26,Male,Master's,Data Scientist,1,115372.64
32,Female,High School,Product Manager,7,60963.58
42,Male,Bachelor's,Full Stack Developer,0,65897.84
31,Male,Bachelor's,Customer Service Manager,3,53973.07
42,Male,Master's,HR Manager,0,66049.67
32,Female,Master's,Graphic Designer,8,93275.16
23,Male,High School,Network Engineer,1,47113.97
48,Male,PhD,Frontend Developer,6,124241.17
42,Male,Bachelor's,Project Manager,10,82167.09
24,Male,High School,Financial Analyst,1,39497.01
54,Male,Master's,Project Manager,15,110221.88
25,Female,High School,DevOps Engineer,5,63069.12
52,Male,Master's,Data Scientist,1,107548.44
28,Female,Master's,Project Manager,1,85999.59
47,Female,Master's,Full Stack Developer,18,143681.43
28,Male,Bachelor's,Graphic Designer,4,55800.4
22,Male,High School,Backend Developer,3,47356.84
34,Male,PhD,Marketing Manager,1,114649.35
23,Female,Bachelor's,Project Manager,1,60879.3
39,Female,Master's,DevOps Engineer,0,107492.53
44,Female,Master's,Data Scientist,10,132002.34
51,Female,Master's,Full Stack Developer,0,103330.15
62,Male,PhD,Financial Analyst,19,151128.92
25,Female,Bachelor's,Data Scientist,2,71892.67
34,Male,High School,Machine Learning Engineer,5,49788.81
49,Male,Bachelor's,Sales Manager,18,97632.67
31,Female,Bachelor's,DevOps Engineer,0,82905.24
34,Male,PhD,Backend Developer,3,122456.67
29,Female,PhD,Graphic Designer,0,87250.74
35,Female,Bachelor's,Account Manager,4,63658.29
32,Female,High School,Sales Manager,6,58443.04
35,Male,High School,Network Engineer,6,51140.66
26,Male,Bachelor's,Operations Manager,4,80002.6
29,Female,Bachelor's,Financial Analyst,0,56500.51
33,Male,High School,Sales Manager,2,43804.21
35,Male,High School,Data Engineer,4,52614.7
51,Female,Bachelor's,Sales Manager,14,90191.35
59,Female,Master's,Supply Chain Manager,20,129510.3
38,Male,PhD,Data Scientist,8,144546.54
20,Female,High School,Operations Manager,0,39432.57
27,Female,High School,Customer Service Manager,4,31483.17
32,Female,Master's,Backend Developer,4,108356.73
31,Male,High School,Content Writer,13,47006.68
52,Female,Master's,UX Designer,4,95456.57
45,Male,Bachelor's,Frontend Developer,14,86529.55
59,Male,PhD,Frontend Developer,16,145432.65
26,Female,High School,Full Stack Developer,6,46949.97
31,Male,High School,Account Manager,1,38502.6
37,Female,PhD,Marketing Manager,8,122209.73
54,Female,Bachelor's,Graphic Designer,9,73688.61
30,Male,High School,Frontend Developer,4,57460.34
32,Female,PhD,Data Scientist,4,139477.89
48,Female,Master's,Research Scientist,23,133325.62
30,Female,High School,Full Stack Developer,6,59132.17
28,Female,Master's,Operations Manager,1,64361.07
38,Female,Bachelor's,Financial Analyst,4,70716.64
41,Female,Master's,Software Engineer,2,111880.8
59,Female,Master's,Software Engineer,1,105527.19
33,Female,High School,Full Stack Developer,0,48088.11
24,Female,Bachelor's,Content Writer,1,43819.95
19,Female,High School,Data Scientist,1,48504.84
52,Female,Master's,Frontend Developer,19,139323.61
40,Male,Bachelor's,Graphic Designer,13,102442.99
19,Male,High School,Graphic Designer,0,38673.09
31,Female,PhD,Research Scientist,0,113843.14
22,Male,Bachelor's,Marketing Manager,0,58597.19
42,Female,Master's,Sales Manager,18,116531.98
33,Male,Bachelor's,Software Engineer,0,54505.37
52,Female,Bachelor's,Business Analyst,11,78109.57
38,Female,Master's,UX Designer,13,101624.17
47,Male,PhD,DevOps Engineer,8,150355.32
34,Female,Master's,Data Analyst,0,92105.58
46,Female,PhD,Network Engineer,3,115069.81
29,Male,High School,Financial Analyst,1,34289.58
42,Female,PhD,Backend Developer,13,153548.37
52,Male,PhD,Supply Chain Manager,17,134559.73
28,Female,PhD,Full Stack Developer,0,125034.1
47,Male,PhD,DevOps Engineer,19,156539.61
49,Male,Master's,Business Analyst,16,117172.98
24,Female,High School,Data Engineer,6,69648.97
38,Male,PhD,Graphic Designer,4,91718.76
25,Male,Master's,Sales Manager,1,86094.2
47,Female,Master's,Marketing Manager,7,112894.51
21,Male,High School,Customer Service Manager,0,27625.76
34,Male,High School,Research Scientist,11,69478.43
38,Male,Master's,Data Analyst,13,127034.22
44,Female,Bachelor's,Product Manager,18,108262.3
40,Female,PhD,Customer Service Manager,10,105747.24
19,Male,High School,Graphic Designer,0,35450.87
55,Male,Master's,UX Designer,8,93876.89
42,Male,Master's,Operations Manager,17,104727.62
63,Male,PhD,Data Analyst,6,117724.06
54,Female,Master's,Account Manager,21,122890.5
48,Female,Master's,Sales Manager,0,72322.17
51,Female,Bachelor's,Supply Chain Manager,3,59423.86
39,Female,PhD,Backend Developer,1,119451.9
32,Female,High School,UX Designer,2,27557.81
33,Male,Master's,Backend Developer,9,113046.26
55,Female,PhD,Operations Manager,19,156998.91
49,Female,PhD,UX Designer,9,121830.2
52,Female,Master's,Data Analyst,24,142566.88
35,Male,Bachelor's,Customer Service Manager,6,62487.18
51,Female,Master's,UX Designer,5,89745.13
38,Male,Bachelor's,Data Engineer,12,96259.7
21,Female,High School,Data Engineer,1,44737.02
49,Female,Bachelor's,Backend Developer,23,132760.2
20,Female,High School,Research Scientist,1,45922.74
37,Female,Bachelor's,Software Engineer,1,69913.14
49,Female,PhD,Data Engineer,19,173097.73
28,Male,Bachelor's,Marketing Manager,3,69317.69
50,Female,Bachelor's,Financial Analyst,20,113316.97
39,Female,PhD,Data Analyst,10,135039.33
38,Female,PhD,Frontend Developer,4,124427.44
26,Male,Bachelor's,Content Writer,0,38637.43
24,Male,High School,Full Stack Developer,4,50567.05
62,Female,PhD,Backend Developer,3,124832.6
28,Female,High School,Account Manager,4,47886.14
52,Female,PhD,Backend Developer,7,130770.81
42,Male,Master's,Sales Manager,2,76749.72
43,Male,Bachelor's,Sales Manager,4,60436.81
55,Male,PhD,UX Designer,18,150315.88
65,Female,PhD,Sales Manager,33,172727.12
40,Male,Bachelor's,UX Designer,14,96129.01
32,Female,Bachelor's,Data Analyst,9,87913.1
35,Male,Bachelor's,Software Engineer,11,101222.28
61,Female,PhD,Marketing Manager,27,180221.67
58,Female,PhD,Marketing Manager,17,138027.77
35,Male,Master's,Data Engineer,7,115647.14
52,Male,PhD,Marketing Manager,0,130045.68
56,Male,PhD,Business Analyst,17,143260.47
33,Male,PhD,Backend Developer,5,135363.75
39,Female,Bachelor's,Full Stack Developer,11,108034.67
43,Male,Bachelor's,HR Manager,13,91531.58
59,Male,PhD,Business Analyst,2,103552.3
37,Female,Master's,Customer Service Manager,5,71399.26
51,Male,Bachelor's,Sales Manager,7,72421.81
52,Female,Master's,Customer Service Manager,0,66930.58
43,Female,Bachelor's,Project Manager,10,90743.11
